GenbankID,GeneName,GeneCategory,Replicate,14,12,13,15
116196128,nagG,Organic Remediation,1,4539.9155,10093.0799,9360.2151,6994.56
116196686,tfdA,Organic Remediation,1,4518.0043,11964.2162,5869.4592,243.38
116196942,tfdA,Organic Remediation,1,933.1499,NA,NA,NA
116197431,nagG,Organic Remediation,1,2488.4344,6268.5107,15226.4765,478.87
116198749,endoglucanase,Carbon cycling,1,5146.772,NA,9702.7462,544.27
116200838,nagG,Organic Remediation,1,28342.8189,18280.7793,6809.1099,876.31
116201827,nagG,Organic Remediation,1,NA,NA,NA,NA
116201967,hmgA,Organic Remediation,1,1873.569,NA,NA,646.97
116202717,Catechol,Organic Remediation,1,1256.9122,NA,NA,NA
116203293,nagG,Organic Remediation,1,1837.379,8119.0559,NA,NA
116203911,ara_fungi,Carbon cycling,1,1119.5774,NA,3059.6136,354.56
116204107,nitA,Organic Remediation,1,NA,1248.1379,NA,NA
116207366,katE,Stress,1,NA,NA,NA,415.81
116208626,mdlC,Organic Remediation,1,NA,6244.9807,NA,NA
116222310,gyrB,other category,1,NA,NA,1653.9605,NA
116222446,exochitinase,Carbon cycling,1,2332.4594,6196.218,NA,NA
116222990,sigma_24,Stress,1,4435.837,NA,NA,NA
116223022,hrcA,Stress,1,10702.9262,17938.6026,14597.2458,1164.19
116223333,exaA,Organic Remediation,1,NA,NA,NA,NA
116224601,sigma_24,Stress,1,3018.0172,4943.0977,2665.3744,NA
116225907,ara,Carbon cycling,1,NA,7721.0029,7712.5641,NA
116226827,exaA,Organic Remediation,1,NA,NA,18171.4007,NA
116227479,trzN,Organic Remediation,1,5333.7186,9725.6604,7846.7978,1137.6
116227847,CadA,Metal Resistance,1,NA,1571.3972,NA,NA
116227955,sigma_24,Stress,1,2757.69115,5565.5318,2510.465,389.29
116227958,sigma_24,Stress,1,2537.9164,NA,NA,NA
116228133,ahpC,Stress,1,1194.7091,3969.1741,2271.0492,462.8
116228199,nitA,Organic Remediation,1,25793.817,17962.8039,19558.9555,NA
116228731,hmgB,Organic Remediation,1,NA,NA,NA,4062.0133
116228733,hmgA,Organic Remediation,1,NA,NA,1635.6904,NA
116230052,fnr,Stress,1,42030.8608,NA,NA,NA
116248745,pimF,Organic Remediation,1,31416.4276,NA,1457.7716,NA
116248770,tfdB,Organic Remediation,1,20420.9359,NA,NA,NA
116248777,Catechol,Organic Remediation,1,5546.4578,5934.5957,15330.8566,1427.35
116249000,phdG,Organic Remediation,1,NA,NA,NA,8462.4
116249158,nahF,Organic Remediation,1,NA,7995.5091,3140.5691,NA
116249169,pimF,Organic Remediation,1,NA,NA,1861.3463,NA
116249426,alkJ,Organic Remediation,1,NA,3578.7406,3126.394,NA
116249469,fnr,Stress,1,NA,3031.762,2291.4384,NA
116249726,cydA,Stress,1,835.9511,NA,NA,NA
116250432,nitA,Organic Remediation,1,1691.0097,8602.3831,NA,NA
116250444,pcpA,Organic Remediation,1,NA,NA,NA,NA
116250749,linC,Organic Remediation,1,NA,NA,NA,NA
116251119,czcD,Metal Resistance,1,NA,3599.9643,NA,NA
116251122,exaA,Organic Remediation,1,NA,7500.6213,4159.0561,NA
116251752,nasA,Nitrogen,1,1239.3105,NA,NA,NA
116252473,ChnA,Organic Remediation,1,3763.2339,NA,NA,NA
116252599,catechol_B,Organic Remediation,1,2931.3587,NA,NA,NA
116253959,acetylglucosaminidase,Carbon cycling,1,NA,2122.4241,2465.7204,NA
116253999,CadA,Metal Resistance,1,2079.5278,NA,NA,NA
116255210,CopA,Metal Resistance,1,NA,3834.3587,3446.0064,NA
116255355,cumB,Organic Remediation,1,NA,NA,1803.1568,NA
116255356,akbF,Organic Remediation,1,1251.1748,NA,NA,NA
116255378,linC,Organic Remediation,1,1433.1369,NA,4688.0683,652.26
116263954,czcD,Metal Resistance,1,NA,NA,NA,286.91
116265013,ppx,Phosphorus,1,NA,2679.0269,15454.7956,NA
116265075,CopA,Metal Resistance,1,2742.4649,NA,NA,NA
116265087,mdlA,Organic Remediation,1,NA,NA,NA,372.27
116265100,ChrA,Metal Resistance,1,NA,NA,3229.4855,NA
116268722,CopA,Metal Resistance,1,5133.311,17160.5089,15015.6543,NA
116269615,gyrB,other category,1,NA,NA,4288.3787,NA
116269653,Arylest,Organic Remediation,1,NA,2214.909,NA,NA
116270697,amoA,Nitrogen,1,7996.2878,18725.717,18539.1033,1248.39
116329426,sigma_24,Stress,1,39838.1592,NA,NA,NA
116332965,proV,Stress,1,NA,NA,NA,251.92
116333158,srt,virulence,1,NA,NA,NA,221.71
116333349,ppx,Phosphorus,1,1424.4399,6763.7196,NA,NA
116333984,obgE,Stress,1,NA,175052.3125,NA,NA
116334280,ctsR,Stress,1,5843.5234,NA,NA,465.9067
116334321,ara,Carbon cycling,1,1374.5425,NA,NA,NA
116334428,pstB,Stress,1,NA,NA,NA,384.42
116488839,gyrB,other category,1,3492.9517,NA,3846.789,NA
116488843,gyrB,other category,1,1181.166,NA,2672.4476,NA
116490817,FTHFS,Carbon cycling,1,53943.5623,NA,NA,NA
116492239,pstB,Stress,1,1053.0128,NA,NA,NA
116494446,pstB,Stress,1,NA,NA,NA,449.46
116494837,obgE,Stress,1,NA,NA,2467.4386,816.3
116496526,gyrB,other category,1,973.3898,NA,NA,NA
116506184,katE,Stress,1,26799.3468,9934.423,NA,1856.94
116507097,katE,Stress,1,NA,6515.6042,2703.8332,308.31
116507551,ZntA,Metal Resistance,1,NA,NA,2393.8141,NA
116511323,hly,virulence,1,NA,NA,NA,319.66
116513984,pstB,Stress,1,NA,NA,NA,494.53
116608881,pstA,Stress,1,3820.738,8121.8001,8581.5971,618.62
116608903,ara,Carbon cycling,1,14193.5933,30042.6847,13862.8905,2152.23
116608920,ureC,Nitrogen,1,NA,NA,6615.9851,1291.51
116609764,katE,Stress,1,6322.4904,7154.1239,3612.671,276.64
116609781,iro,virulence,1,NA,2743.9824,2349.5993,NA
116609951,pcc,Carbon cycling,1,NA,NA,38552.721,NA
116609970,nmoA,Organic Remediation,1,1504.5303,9215.6504,NA,NA
116610444,mer,Metal Resistance,1,2818.1158,16599.0599,2569.0983,NA
116610559,mdlA,Organic Remediation,1,5041.5381,8244.8798,3614.4751,NA
116610587,pheA,Organic Remediation,1,2376.879,NA,1769.4803,NA
116610968,cap,virulence,1,1525.1435,NA,NA,NA
116611044,obgE,Stress,1,2808.7698,NA,NA,NA
116611117,ahpC,Stress,1,5018.2769,11772.7361,7837.448,NA
116611733,katE,Stress,1,NA,NA,6578.9008,NA
116612458,grpE,Stress,1,13663.7249,23024.3396,7435.3337,NA
116612694,PobA,Organic Remediation,1,NA,6795.6281,3578.0494,NA
116612750,CopA,Metal Resistance,1,149303.6738,7002.8725,9464.4042,1547.51
116612780,Catechol,Organic Remediation,1,NA,3247.7158,NA,NA
116612878,CadA,Metal Resistance,1,1274.436,NA,NA,NA
116612897,CadA,Metal Resistance,1,NA,NA,3219.205,NA
116619148,gyrB,other category,1,NA,NA,1631.7672,NA
116619396,pimF,Organic Remediation,1,NA,NA,NA,3077.32
116619429,ArsC,Metal Resistance,1,20448.9221,NA,NA,NA
116619924,sigma_70,Stress,1,NA,NA,NA,262.64
116620147,sigma_24,Stress,1,NA,NA,2924.1055,NA
116620306,exaA,Organic Remediation,1,NA,NA,NA,NA
116620358,sigma_24,Stress,1,3113.7102,NA,NA,NA
116620373,pectinase,Carbon cycling,1,NA,4518.245,3150.4487,312.89
116620758,exaA,Organic Remediation,1,1732.0803,NA,NA,NA
116621051,exaA,Organic Remediation,1,NA,11307.1586,6615.2406,NA
116621219,ara,Carbon cycling,1,NA,NA,NA,558.42
116621312,sigma_24,Stress,1,NA,NA,27392.7953,NA
116621407,exaA,Organic Remediation,1,1722.1112,17544.5782,2816.833,NA
116621439,sigma_24,Stress,1,7653.2104,12076.0856,2660.678,628.28
116622205,exaA,Organic Remediation,1,2294.9021,NA,NA,NA
116622215,AceB,Carbon cycling,1,1217.0963,NA,3088.9946,609.93
116622615,ZntA,Metal Resistance,1,2512.3187,10353.9916,7231.5561,236.99
116623106,ara,Carbon cycling,1,NA,2786.0793,NA,NA
116623185,sigma_24,Stress,1,5017.3163,13223.973,10125.3069,1340.61
116623189,sigma_24,Stress,1,NA,NA,NA,NA
116623292,sigma_24,Stress,1,17232.016,NA,NA,NA
116623484,xylanase,Carbon cycling,1,4165.1394,2273.4711,NA,NA
116623500,arsM,Metal Resistance,1,6337.4701,16071.9717,19086.9681,1186.84
116624095,exaA,Organic Remediation,1,18072.6142,19142.3371,7231.9857,NA
116624210,dehH109,Organic Remediation,1,NA,2815.0101,2793.8379,427.95
116624684,CopA,Metal Resistance,1,NA,NA,2898.1035,NA
116624723,xylanase,Carbon cycling,1,NA,3720.183,NA,NA
116624778,AceB,Carbon cycling,1,1936.5119,10033.7976,2219.58935,NA
116625397,exaA,Organic Remediation,1,NA,2346.0461,NA,NA
116626551,czcA,Metal Resistance,1,2226.5896,5367.3081,39454.0466,NA
116626755,mdlA,Organic Remediation,1,NA,NA,5466.4573,478.66
116626822,sigma_24,Stress,1,2045.8995,NA,NA,NA
116626884,sigma_24,Stress,1,NA,NA,1570.17,NA
116626963,sigma_24,Stress,1,2946.546,7116.7855,7364.7733,895.65
116627463,hly,virulence,1,NA,5249.3664,5195.6988,NA
116628017,srt,virulence,1,1389.6259,NA,NA,NA
116633898,narG,Nitrogen,1,NA,2966.2323,1754.9902,NA
116633902,narG,Nitrogen,1,4069.1867,NA,1678.7025,NA
116633904,narG,Nitrogen,1,2871.2065,6683.8754,7499.7373,763.93
116633906,narG,Nitrogen,1,NA,NA,13131.2556,NA
116633918,narG,Nitrogen,1,3271.7361,2285.2945,4010.7189,5569.32
116634120,narG,Nitrogen,1,NA,NA,2531.1263,NA
116634743,narG,Nitrogen,1,816.6879,NA,NA,NA
116634745,narG,Nitrogen,1,2651.4968,2821.637,1298.0656,NA
116634749,narG,Nitrogen,1,NA,2024.0421,NA,NA
116634751,narG,Nitrogen,1,2607.5963,6208.2845,3549.4558,NA
116634753,narG,Nitrogen,1,NA,NA,NA,287.42
116634769,narG,Nitrogen,1,2620.2914,NA,3786.3802,NA
116634771,narG,Nitrogen,1,829.305,NA,NA,NA
116634785,narG,Nitrogen,1,7493.2114,32505.563,NA,NA
116634795,narG,Nitrogen,1,1209.6628,NA,NA,NA
116634801,narG,Nitrogen,1,3386.3549,5402.3402,4551.5485,NA
116634803,narG,Nitrogen,1,8137.387,14909.8866,13734.9616,586.59
116646290,pimF,Organic Remediation,1,NA,4925.1437,1749.1483,NA
116651587,CopA,Metal Resistance,1,NA,NA,14318.0396,NA
116651600,pimF,Organic Remediation,1,886.4197,8658.3178,6853.8688,NA
116651683,fnr,Stress,1,2433.0851,NA,NA,NA
116662140,czcD,Metal Resistance,1,2964.0438,9725.4853,8013.6772,NA
116662145,CadA,Metal Resistance,1,NA,NA,NA,NA
116662379,cadBD,Metal Resistance,1,895.6619,NA,6418.7367,NA
116665020,ArsC,Metal Resistance,1,NA,NA,7571.5291,397.7
116665468,pstC,Stress,1,3406.345,8304.9016,6172.2334,678.24
116666356,rubisco,Carbon cycling,1,NA,NA,3122.6139,301.45
116668784,ArsC,Metal Resistance,1,2222.2021,6885.1061,6128.4194,480.59
116668884,narJ,Stress,1,4337.5738,8812.109,7566.6895,657.13
116668908,CadA,Metal Resistance,1,NA,35939.6208,4278.041,566.52
116668991,pimF,Organic Remediation,1,2306.9481,5188.3813,5827.6785,NA
116668998,TehB,Metal Resistance,1,8172.227,NA,NA,NA
116669149,AceA,Carbon cycling,1,NA,NA,NA,3293.56
116669483,TerC,Metal Resistance,1,NA,NA,NA,598.67
116669946,pcc,Carbon cycling,1,6977.9937,NA,4406.9913,NA
116670180,gyrB,other category,1,NA,3535.3299,2523.7667,544.78
116670602,nagG,Organic Remediation,1,1803.4997,3421.4753,NA,NA
116670859,cap,virulence,1,13107.402,84859.5074,6118.7976,NA
116671432,groEL,Stress,1,17595.1615,6383.8833,3264.193,258.12
116671523,cellobiase,Carbon cycling,1,3124.9255,NA,3187.5616,NA
116671878,mdlA,Organic Remediation,1,NA,NA,NA,1097.96
116671937,fnr,Stress,1,26783.6921,8169.4146,8760.8331,NA
116671967,atzB,Organic Remediation,1,4540.941,NA,4413.7209,NA
116671987,cellobiase,Carbon cycling,1,NA,37491.0788,NA,NA
116672619,pcaG,Organic Remediation,1,NA,6141.957,NA,NA
116672641,ZntA,Metal Resistance,1,NA,6437.8328,5657.0907,NA
116688201,pimF,Organic Remediation,1,NA,NA,6825.6905,1425.93
116691654,pimF,Organic Remediation,1,3395.2077,NA,NA,885.64
116692173,pimF,Organic Remediation,1,2437.5244,4783.9057,NA,NA
116693587,ZntA,Metal Resistance,1,2839.1878,NA,7566.89,1273.66
116693756,SMR_antibiotics,Antibiotic resistance,1,11801.0337,NA,NA,NA
116694342,pimF,Organic Remediation,1,1523.5339,24679.2301,13218.0529,NA
116694493,pheA,Organic Remediation,1,NA,NA,1799.8636,NA
116694552,ChnA,Organic Remediation,1,1419.1179,NA,NA,NA
116694707,pimF,Organic Remediation,1,NA,2020.3053,NA,NA
116694741,Catechol,Organic Remediation,1,24877.6976,29294.3099,7953.9987,518.37
116694915,pcpE,Organic Remediation,1,3935.3048,NA,NA,NA
116694932,pimF,Organic Remediation,1,NA,7530.7782,3895.38525,658.81
116695186,fnr,Stress,1,1749.959,2306.8684,16455.843,NA
116695343,fnr,Stress,1,1911.8877,NA,2811.9648,NA
116695363,pcpA,Organic Remediation,1,1160.4144,NA,NA,NA
116695753,mdlB,Organic Remediation,1,34590.0218,NA,NA,NA
116696010,fnr,Stress,1,NA,6001.8575,NA,NA
116696037,TerC,Metal Resistance,1,NA,NA,2392.9836,NA
116696414,pimF,Organic Remediation,1,33254.9318,NA,NA,NA
116696785,sigma_24,Stress,1,4412.446,3598.7673,2630.4378,437.24
116696796,pstB,Stress,1,1349.2822,5065.0096,5259.8446,NA
116697212,pstB,Stress,1,NA,7031.9784,4142.8765,381.12
116697217,phoB,Stress,1,1376.23,NA,NA,NA
116697830,sigma_24,Stress,1,7265.7393,NA,NA,5182.78
116697898,pimF,Organic Remediation,1,7314.1569,19255.9873,13591.9029,899.31
116698348,mdlC,Organic Remediation,1,2534.0482,NA,NA,NA
116698616,ppx,Phosphorus,1,2900.4648,8549.1634,NA,NA
116698740,czcA,Metal Resistance,1,2264.7525,5177.8132,NA,NA
116698839,GroES,Stress,1,5987.6946,NA,NA,NA
116698891,nrfA,Nitrogen,1,3382.7203,NA,NA,NA
116699015,sigma_70,Stress,1,NA,NA,NA,763.45
116699179,gyrB,other category,1,5421.0392,5887.5358,5214.198,1503.32
116699379,pstB,Stress,1,3269.8929,6513.8526,7822.3565,667.34
116699381,phoB,Stress,1,2404.3979,NA,NA,NA
116699708,ZntA,Metal Resistance,1,2476.9076,2705.8265,1096.6076,226.17
116700066,pimF,Organic Remediation,1,NA,NA,NA,357.74
116700254,ZntA,Metal Resistance,1,NA,NA,NA,NA
116700358,sigma_24,Stress,1,NA,3325.0785,5153.8035,574.89
116700521,dsrB,Sulfur Oxidation,1,2978.7898,8641.4731,NA,NA
116741608,glnA,Stress,1,NA,NA,NA,NA
116742196,endochitinase,Carbon cycling,1,1343.5188,NA,2550.8855,NA
116743193,dsrA,Sulfur Oxidation,1,NA,2369.8972,NA,NA
116743200,dsrB,Sulfur Oxidation,1,3575.4824,10275.8115,NA,NA
116743228,dsrA,Sulfur Oxidation,1,NA,NA,NA,265.29
116743229,dsrB,Sulfur Oxidation,1,NA,NA,4367.5301,NA
116743242,dsrB,Sulfur Oxidation,1,NA,10944.2545,2171.0504,NA
116743257,dsrB,Sulfur Oxidation,1,3828.059,7337.6341,5695.5495,1481.79
116743267,dsrB,Sulfur Oxidation,1,1633.1421,2462.1485,1587.7814,330.69
116743270,dsrB,Sulfur Oxidation,1,NA,NA,4096.743,NA
116747543,ChrA,Metal Resistance,1,3199.9534,8799.7018,8193.8297,528.64
116748019,nitA,Organic Remediation,1,NA,2245.0951,3646.5767,506.11
116748147,pstB,Stress,1,NA,NA,4144.652,344.39
116748148,pstB,Stress,1,1267.9457,NA,5867.8556,NA
116748489,APS_AprB,Sulfur Oxidation,1,1201.485,5090.9042,1676.1538,NA
116748490,APS_AprA,Sulfur Oxidation,1,16387.1861,NA,4798.7391,4376.54
116748519,silC,Metal Resistance,1,3269.9967,4190.3439,3929.2479,NA
116748652,sigma_38,Stress,1,NA,NA,NA,510.39
116749742,nitA,Organic Remediation,1,2621.7971,9313.8281,12514.4818,NA
116749775,GroES,Stress,1,1333.4459,3588.7248,2082.7354,NA
116749864,silP,Metal Resistance,1,1410.7065,5327.1475,4678.8952,451.49
116749865,czcA,Metal Resistance,1,1063.7867,NA,NA,NA
116750031,nifH,Nitrogen,1,NA,NA,2075.6908,NA
116750313,pstA,Stress,1,NA,NA,5634.0669,NA
116750363,fnr,Stress,1,7243.3607,8803.9348,7632.754,654.81
116750382,atzA,Organic Remediation,1,NA,5768.9227,4720.3609,NA
116750737,MFS_antibiotic,Antibiotic resistance,1,6955.7104,11169.5697,11689.2914,1025.22
116751190,CadA,Metal Resistance,1,4528.9339,10960.2525,10892.8233,1459.33
116751304,sigma_24,Stress,1,NA,9649.2319,1896.9701,NA
116753568,glnA,Stress,1,7289.1043,11863.4987,13943.2446,1208.27
116753935,pstB,Stress,1,NA,NA,3839.186,317.62
116754044,grpE,Stress,1,56536.2224,NA,NA,NA
116754298,atzA,Organic Remediation,1,1431.5014,3299.9137,1782.8822,NA
116804550,nasA,Nitrogen,1,6048.989,5962.3587,3079.7164,534.69
116804554,nasA,Nitrogen,1,NA,NA,NA,NA
116804584,nasA,Nitrogen,1,1106.8824,NA,NA,NA
116804622,nasA,Nitrogen,1,4879.8257,11773.9623,5371.7276,444.37
116812179,nifH,Nitrogen,1,1964.7967,NA,NA,419.01
116812183,nifH,Nitrogen,1,1169.345,1962.5703,1437.306,278.585
116812191,nifH,Nitrogen,1,NA,NA,NA,407.96
116812205,nifH,Nitrogen,1,3611.1271,NA,NA,465.79
116872885,sigma_70,Stress,1,2770.1136,7131.2071,4718.1273,NA
117164436,linB,Organic Remediation,1,1658.1688,NA,NA,NA
117164536,pnbA,Organic Remediation,1,3209.9485,NA,NA,NA
117164621,mdlA,Organic Remediation,1,893.1177,2818.2506,NA,NA
117164684,acetylglucosaminidase,Carbon cycling,1,4172.5643,9662.2814,5751.9063,651.99
117164748,acetylglucosaminidase,Carbon cycling,1,4759.6253,NA,NA,NA
117164963,ppx,Phosphorus,1,NA,NA,NA,NA
117165055,sigma_24,Stress,1,36221.5024,NA,NA,NA
117559590,ppk,Phosphorus,1,36512.1642,NA,NA,NA
117561083,pimF,Organic Remediation,1,6032.3739,16096.903,NA,NA
117561692,hly,virulence,1,NA,2740.6251,NA,NA
117562292,oxyR,Stress,1,24327.3978,NA,NA,NA
117562695,tutFDG,Organic Remediation,1,3583.6861,NA,NA,NA
117576546,ZntA,Metal Resistance,1,NA,3823.0608,NA,NA
117576547,czcD,Metal Resistance,1,918.4039,NA,NA,NA
117577689,CopA,Metal Resistance,1,8400.2184,17665.1765,11299.2331,1365.04
117577811,czcA,Metal Resistance,1,NA,5762.2666,3607.4878,NA
117578125,ppk,Phosphorus,1,4071.2722,12661.7359,12659.3541,975.3
117578444,Arylest,Organic Remediation,1,3730.1593,10277.5923,11739.6917,846.68
117582119,endochitinase,Carbon cycling,1,1060.8446,3673.8237,NA,NA
117607080,gyrB,other category,1,16337.8858,36865.9589,41469.8678,NA
117607123,narI,Stress,1,1101.768,3277.318,3892.9941,NA
117607579,grpE,Stress,1,4069.2387,13012.2911,10185.2145,1164.43
117608593,pstC,Stress,1,NA,NA,5944.7733,NA
117608638,pstS,Stress,1,1646.218,NA,3444.9182,NA
117608824,sigma_24,Stress,1,NA,NA,NA,NA
117608946,phoB,Stress,1,1761.9357,4522.24455,5770.9209,NA
117609202,dsrB,Sulfur Oxidation,1,NA,6607.4469,NA,NA
117609203,dsrB,Sulfur Oxidation,1,1519.5964,7481.558,12913.0451,NA
117610381,obgE,Stress,1,1081.2067,NA,NA,NA
117610431,czcD,Metal Resistance,1,9334.5106,12794.1867,3775.8993,NA
117610586,pimF,Organic Remediation,1,NA,NA,NA,503.79
117612289,iro,virulence,1,2917.452,2689.4197,7187.685,NA
117613120,ArsC,Metal Resistance,1,11644.7212,17529.0473,8959.2843,458.61
117618201,arsB,Metal Resistance,1,3793.297,10353.6705,11368.5908,625.12
117618682,pilin,virulence,1,NA,5071.5782,5461.0449,NA
117619171,B_lactamase_C,Antibiotic resistance,1,1998.8318,NA,30673.4829,NA
117619683,tfdA,Organic Remediation,1,3204.7562,8151.8986,NA,NA
117619830,mer,Metal Resistance,1,2997.8627,7549.608,6050.0126,424.83
117620009,MATE_antibiotic,Antibiotic resistance,1,5162.4914,3107.2368,1598.4915,577.7
117620999,tutFDG,Organic Remediation,1,2052.286,7396.8969,NA,NA
117621305,hly,virulence,1,1161.0894,5038.7063,6113.7003,463.72
117624076,SMR_antibiotics,Antibiotic resistance,1,4303.7983,4907.3065,5670.378,NA
117647679,gyrB,other category,1,945.4296,4574.2089,1942.1872,NA
117648035,groEL,Stress,1,NA,NA,4347.9714,299.95
117648288,exoglucanase,Carbon cycling,1,NA,NA,9287.2872,1076.97
117648590,glnA,Stress,1,2675.7186,5081.7667,7317.1221,445.85
117648891,czcD,Metal Resistance,1,10559.854,NA,NA,NA
117649100,sigma_70,Stress,1,3801.968,4983.0636,9452.921,553.04
117649506,pimF,Organic Remediation,1,1506.4514,3479.8623,3835.3487,NA
117649764,katE,Stress,1,NA,1614.9247,NA,NA
117650891,endochitinase,Carbon cycling,1,2505.9842,12133.8886,NA,NA
117674730,dmsA,Organic Remediation,1,903.9955,5043.0269,NA,NA
117675813,gyrB,other category,1,NA,NA,NA,NA
117675831,gyrB,other category,1,38430.5596,7177.4495,5086.8799,323.5
117924334,ureC,Nitrogen,1,1350.788,NA,6935.3112,NA
117924502,nifH,Nitrogen,1,NA,1417.0513,NA,NA
117924789,phoB,Stress,1,3623.4932,NA,NA,NA
117924837,pstC,Stress,1,16192.5809,NA,NA,NA
117925649,CopA,Metal Resistance,1,NA,NA,4416.155,428.17
117926238,oxyR,Stress,1,1751.2657,4197.5255,2338.5169,421.83
117926324,nreB,Metal Resistance,1,5376.9311,16135.4383,4372.3983,NA
117926481,fnr,Stress,1,NA,NA,NA,304.41
117926646,sigma_24,Stress,1,NA,NA,5782.5474,NA
117926659,silP,Metal Resistance,1,NA,5650.5724,NA,NA
117926675,czcD,Metal Resistance,1,1109.816,21004.3554,NA,NA
117926830,pimF,Organic Remediation,1,NA,1935.4399,1805.3905,527.1
117927303,pstC,Stress,1,15090.8734,NA,3174.6752,NA
117927612,pcc,Carbon cycling,1,1464.9135,NA,NA,NA
117927966,obgE,Stress,1,4674.4812,2473.2421,5720.8642,NA
117928077,TerC,Metal Resistance,1,NA,NA,6050.0126,NA
117928082,pcc,Carbon cycling,1,3708.923,2549.1451,12057.2709,NA
117928091,nitA,Organic Remediation,1,3223.3444,5125.7613,4011.0339,763.87
117928303,glnA,Stress,1,NA,NA,2761.3927,NA
117928665,exochitinase,Carbon cycling,1,NA,NA,NA,NA
117928666,exochitinase,Carbon cycling,1,4256.4969,10333.381,9835.0469,964.36
117928667,endochitinase,Carbon cycling,1,2743.6591,2077.145,NA,NA
117929240,exochitinase,Carbon cycling,1,4444.3783,NA,9082.9942,878.29
117935080,exoglucanase,Carbon cycling,1,NA,8400.8021,NA,NA
117949578,phenol_oxidase,Carbon cycling,1,2255.8738,5564.4808,NA,353.47
117949596,phenol_oxidase,Carbon cycling,1,817.4927,4036.4651,2883.7279,NA
117956367,major_capsid_protein,Bacteria phage,1,25119.6216,NA,NA,NA
117959685,phenol_oxidase,Carbon cycling,1,6597.9389,8111.0277,2119.1038,NA
117959699,phenol_oxidase,Carbon cycling,1,NA,2408.345,NA,NA
117980556,pcaG,Organic Remediation,1,2194.3112,6496.5409,5120.5565,NA
117980996,ChrA,Metal Resistance,1,9585.8411,8027.6803,6985.7974,NA
117981619,trzN,Organic Remediation,1,NA,13901.8455,3391.2819,611.53
117982224,proO,Organic Remediation,1,NA,15684.7591,1257.7454,NA
117983437,PhaB,Organic Remediation,1,2361.536,NA,NA,198.89
117983618,bclA,Organic Remediation,1,NA,1498.2384,NA,NA
117983924,nitA,Organic Remediation,1,4637.0364,5573.0637,11186.2333,NA
117984470,atzC,Organic Remediation,1,44880.9175,5813.9391,NA,NA
117984481,benAB,Organic Remediation,1,NA,4225.1717,NA,NA
117984652,mdlA,Organic Remediation,1,1149.1732,2587.1258,NA,NA
117984846,vanA,Carbon cycling,1,6144.8378,9344.8024,NA,NA
117985751,phtA,Organic Remediation,1,3359.511,NA,NA,NA
117985797,pnbA,Organic Remediation,1,992.9905,NA,2141.7266,NA
117986723,ALN,Organic Remediation,1,4174.0441,NA,NA,NA
117986822,PobA,Organic Remediation,1,NA,7971.7748,4758.0752,524.69
117989543,nhh,Organic Remediation,1,10416.8596,10065.1222,9629.5511,607.8
117991419,atzC,Organic Remediation,1,NA,23097.2552,4647.9677,872.75
117991693,tfdA,Organic Remediation,1,2122.4072,NA,NA,666.29
117992010,phtA,Organic Remediation,1,11953.3222,NA,2025.4623,NA
117992214,nitA,Organic Remediation,1,6918.2744,NA,4391.9285,NA
117992682,pcaG,Organic Remediation,1,3450.6608,2464.3964,2256.4446,NA
117993070,ArsC,Metal Resistance,1,6378.6445,NA,NA,NA
117993234,Catechol,Organic Remediation,1,NA,15140.2815,NA,NA
117994280,ChrA,Metal Resistance,1,1988.6031,NA,NA,NA
117994352,ChrA,Metal Resistance,1,23143.8,NA,NA,NA
117994649,nicdehydr,Organic Remediation,1,NA,NA,NA,1630.3067
117996273,GcdB,Organic Remediation,1,5799.7614,14758.0902,12458.6119,670.5
117996767,phn,Organic Remediation,1,18842.7536,21826.5896,NA,NA
117997788,CadA,Metal Resistance,1,NA,NA,NA,NA
117998306,pulA,Carbon cycling,1,NA,2847.7652,2344.8742,NA
117998411,tftH,Organic Remediation,1,NA,6675.5845,NA,NA
117998459,vdh,Carbon cycling,1,NA,NA,2048.7438,NA
117998472,TehB,Metal Resistance,1,11033.5942,9843.9232,4078.8166,NA
117998696,pcc,Carbon cycling,1,NA,NA,NA,3822.67
117999260,CadA,Metal Resistance,1,NA,3385.4798,NA,511.51
117999268,czcA,Metal Resistance,1,2082.2192,4395.7492,NA,NA
117999662,pbrA,Metal Resistance,1,NA,1655.416,NA,NA
117999746,tfdA,Organic Remediation,1,2895.9995,3334.7707,5989.4463,NA
117999945,silC,Metal Resistance,1,2889.7169,NA,NA,NA
117999992,phtA,Organic Remediation,1,NA,NA,NA,356.83
118002510,nagG,Organic Remediation,1,NA,NA,NA,NA
118002628,CopA,Metal Resistance,1,8192.0094,NA,NA,590.56
118002791,GCoADH,Organic Remediation,1,1214.2579,NA,NA,NA
118003060,nagG,Organic Remediation,1,1859.4806,NA,NA,NA
118003262,mdlC,Organic Remediation,1,NA,5213.7212,NA,NA
118003718,PhaB,Organic Remediation,1,3976.3495,NA,NA,NA
118006278,exaA,Organic Remediation,1,NA,3462.5214,1808.1969,NA
118007278,alkB,Organic Remediation,1,15457.8266,3966.138,NA,NA
118007842,nmoA,Organic Remediation,1,1469.1625,NA,1364.4737,NA
118010934,catB,Organic Remediation,1,2278.8495,43622.4482,16540.0631,NA
118016694,phn,Organic Remediation,1,5086.4251,9388.2131,7676.482,NA
118016697,phn,Organic Remediation,1,6096.2125,NA,10400.9908,NA
118016968,proO,Organic Remediation,1,NA,NA,NA,417.53
118019751,bphF1,Organic Remediation,1,NA,2552.9111,8608.4009,NA
